#Calcul du déplacement moyen
#Time	dqmoy	part_0
1	0.16683009580503988	0.16683009580503988
2	0.30166975446177924	0.30166975446177924
3	0.48283880099609067	0.48283880099609067
4	0.6276918576681135	0.6276918576681135
5	0.8147430574909275	0.8147430574909275
6	0.964513931065085	0.964513931065085
7	1.1573741026920554	1.1573741026920554
8	1.317940784124829	1.317940784124829
9	1.5125486583600596	1.5125486583600596
10	1.6745832994946297	1.6745832994946297
11	1.8527915330792342	1.8527915330792342
12	2.0002140308165766	2.0002140308165766
13	2.176739616815909	2.176739616815909
14	2.336221440765593	2.336221440765593
15	2.507143578423282	2.507143578423282
16	2.658638970948733	2.658638970948733
17	2.82137792165253	2.82137792165253
18	2.9725473695797033	2.9725473695797033
19	3.128422021641966	3.128422021641966
20	3.2812782800921747	3.2812782800921747
21	3.4339203200580064	3.4339203200580064
22	3.5720835709842507	3.5720835709842507
23	3.7113773628635816	3.7113773628635816
24	3.848009685390845	3.848009685390845
25	3.9679793083920685	3.9679793083920685
26	4.1098037918176775	4.1098037918176775
27	4.238612208958354	4.238612208958354
28	4.38610766872285	4.38610766872285
29	4.508765367108122	4.508765367108122
30	4.650839184153867	4.650839184153867
31	4.75463437481346	4.75463437481346
32	4.888670531119034	4.888670531119034
33	4.994853046405124	4.994853046405124
34	5.129456989015589	5.129456989015589
35	5.225253936589695	5.225253936589695
36	5.356034657252693	5.356034657252693
37	5.453182573407185	5.453182573407185
38	5.583975599032053	5.583975599032053
39	5.676905219875329	5.676905219875329
40	5.808945101261562	5.808945101261562
41	5.900168226981171	5.900168226981171
42	6.035766820459292	6.035766820459292
43	6.133390801736859	6.133390801736859
44	6.2676604954649715	6.2676604954649715
45	6.368759094103913	6.368759094103913
46	6.511095715141829	6.511095715141829
47	6.612884740858426	6.612884740858426
48	6.747030231013907	6.747030231013907
49	6.843585675956897	6.843585675956897
50	6.9753904793439245	6.9753904793439245
51	7.076571620903035	7.076571620903035
52	7.20735826720144	7.20735826720144
53	7.314218625778973	7.314218625778973
54	7.441885322882352	7.441885322882352
55	7.554280652540108	7.554280652540108
56	7.67915948753536	7.67915948753536
57	7.7965102124474965	7.7965102124474965
58	7.922765242965573	7.922765242965573
59	8.037714028933411	8.037714028933411
60	8.158998797209364	8.158998797209364
61	8.273179430549924	8.273179430549924
62	8.387344294494433	8.387344294494433
63	8.505800451312858	8.505800451312858
64	8.617530807791425	8.617530807791425
65	8.734815278197516	8.734815278197516
66	8.837508888181498	8.837508888181498
67	8.950388607876597	8.950388607876597
68	9.046848482676783	9.046848482676783
69	9.164802572283477	9.164802572283477
70	9.258181606735663	9.258181606735663
71	9.380711662184064	9.380711662184064
72	9.471948553129844	9.471948553129844
73	9.585840510323145	9.585840510323145
74	9.66455886451302	9.66455886451302
75	9.774746013833076	9.774746013833076
76	9.85082037018584	9.85082037018584
77	9.964929847797912	9.964929847797912
78	10.035102686700332	10.035102686700332
79	10.141862006254033	10.141862006254033
80	10.209877725262924	10.209877725262924
81	10.3174085492377	10.3174085492377
82	10.382436038444926	10.382436038444926
83	10.487097679250635	10.487097679250635
84	10.553784258751612	10.553784258751612
85	10.653500273910474	10.653500273910474
86	10.720663472674815	10.720663472674815
87	10.82694359116941	10.82694359116941
88	10.898066613750442	10.898066613750442
89	11.003895432755023	11.003895432755023
90	11.079975719135057	11.079975719135057
91	11.17884330920822	11.17884330920822
92	11.254998028132327	11.254998028132327
93	11.34970848383027	11.34970848383027
94	11.42653649943248	11.42653649943248
