#Calcul du déplacement moyen
#Time	dqmoy	part_0
1	0.09308974110439845	0.09308974110439845
2	0.20226751186092493	0.20226751186092493
3	0.31567911191646436	0.31567911191646436
4	0.42842195619260953	0.42842195619260953
5	0.5406999983983545	0.5406999983983545
6	0.6556814666742585	0.6556814666742585
7	0.7745600812632167	0.7745600812632167
8	0.894428287621022	0.894428287621022
9	1.0152508584117759	1.0152508584117759
10	1.1298395702967172	1.1298395702967172
11	1.2424572797521676	1.2424572797521676
12	1.3623604691472995	1.3623604691472995
13	1.4847165839034382	1.4847165839034382
14	1.6131006089343252	1.6131006089343252
15	1.7363514932784778	1.7363514932784778
16	1.857146578672987	1.857146578672987
17	1.9723462804611551	1.9723462804611551
18	2.081093365175356	2.081093365175356
19	2.1923344872327797	2.1923344872327797
20	2.3040603932449555	2.3040603932449555
21	2.4161359495004486	2.4161359495004486
22	2.525213864325509	2.525213864325509
23	2.6375763362937192	2.6375763362937192
24	2.7510582717369694	2.7510582717369694
25	2.864428426031866	2.864428426031866
26	2.9806441741305996	2.9806441741305996
27	3.0951342819374554	3.0951342819374554
28	3.2055782826061607	3.2055782826061607
29	3.312053513028202	3.312053513028202
30	3.4121071273383157	3.4121071273383157
31	3.5108696635127266	3.5108696635127266
32	3.61571552430062	3.61571552430062
33	3.716831718482883	3.716831718482883
34	3.8178512046171926	3.8178512046171926
35	3.9132925721213794	3.9132925721213794
36	4.004744634275198	4.004744634275198
37	4.100015467937261	4.100015467937261
38	4.200964260909799	4.200964260909799
39	4.305896863512594	4.305896863512594
40	4.413598669421096	4.413598669421096
41	4.520614395247745	4.520614395247745
42	4.623191647105349	4.623191647105349
43	4.730081770079877	4.730081770079877
44	4.841459590619248	4.841459590619248
45	4.958030000224917	4.958030000224917
46	5.070347918022685	5.070347918022685
47	5.1777739896520805	5.1777739896520805
48	5.281277044356501	5.281277044356501
49	5.3823977578737265	5.3823977578737265
50	5.48670265258958	5.48670265258958
51	5.596045019051916	5.596045019051916
52	5.704743359282764	5.704743359282764
53	5.81250378688874	5.81250378688874
54	5.9194458488788	5.9194458488788
55	6.023673502391885	6.023673502391885
56	6.127949590642804	6.127949590642804
57	6.235823733477158	6.235823733477158
58	6.339316136890861	6.339316136890861
59	6.441034284107076	6.441034284107076
60	6.538925459974638	6.538925459974638
61	6.636522453302101	6.636522453302101
62	6.73266586620514	6.73266586620514
